file_name,text,class
Intelligence_1433604.txt,"University of Edinburgh - Artificial Intelligence Applications Institute Information about the group, its people, technologies, publications, events, clients, projects, employment opportunities. ",Artificial
Intelligence_1433979.txt,"Intro to CBR Short intro includes information about technical issues, applications, suitability conditions, tools, and related websites and mailing lists. ",Artificial
Intelligence_1434476.txt,NeuroSolutions Icon-based neural network development software. Supports several types of networks and training algorithms. Trial version is available. ,Artificial
Intelligence_1433787.txt,VigiPro The VigiPro solution is a recognised methodology for the implementation of a strategic intelligence process with concrete results and a software using the Intranet/Extranet environment that was specially developed to support all the activities of a strategic intelligence process. ,Artificial
Intelligence_1434092.txt,"CHILL: Constructive Heuristics Induction for Language Learning A general approach to the problem of inducing natural language parsers. It uses an annotated corpus, and produces a parser by using ILP for inducing the rules that control the actions of a shift-reduce parser. [Free] ",Artificial
Intelligence_1434727.txt,"Fast Stereo Matching Demo Demo of a fast stereo matching algorithm, which uses a pyramid structure, fast correlation, rectangular subregioning and dynamic programming techniques. ",Artificial
Intelligence_1433590.txt,"Artilect Articles and resources on artificial intelligence, physics and neuroscience research. ",Artificial
Intelligence_1434498.txt,"Frasconi, Paolo UniversitÃÂ di Firenze. Machine learning for sequential and structured data, bioinformatics, text and natural language, pattern recognition. ",Artificial
Intelligence_1434761.txt,"PPT Vision: Digital Machine Vision Systems Machine vision systems with intuitive end-use interface. Products for quality inspection and alignment applications, 2D and 3D inspection for wafers and electronic components. ",Artificial
Intelligence_1433598.txt,Brandeis University - Dynamic and Evolutionary Machine Organization Laboratory Research on dynamical systems approach to cognitive modeling and evolutionary approaches to developing intelligent systems. ,Artificial
Intelligence_1433795.txt,"Sourcelight Technologies Provides intelligent merchandising solutions to retailers. Information on products, technology, and careers. ",Artificial
Intelligence_1434694.txt,"AI Search Techniques Using Java On-line book, covering AI's history, search algorithms, and the Java source code. ",Artificial
Intelligence_1434168.txt,Machine Learning and Dragons - a Game A game programmed using evolutionary algorithm-based methodology allowing the game to learn by the player's decisions. There is also a method to use the alternative reinforcement learning decision tree to be used as well. Sourcecode is available for download. Python and Pygame are machine requirements. [GPL] ,Artificial
Intelligence_1434500.txt,"Roweis, Sam University of Toronto. Researcher in pattern recognition, neural networks, artificial intelligence. ",Artificial
Intelligence_1434520.txt,"McTear, Mike University of Ulster at Jordanstown. Dialogue modelling, natural language processing, computational linguistics, user modelling. ",Artificial
Intelligence_1434724.txt,"Michael J. Black Opitcal flow, human motion tracking and recognition, robust estimation, and probabilistic inference. Updated publications, source code for motion estimation, and new image sequences. ",Artificial
Intelligence_1433691.txt,"Distributed Knowledge Networks Multi-agent systems for information retrieval, extraction, fusion, and data-driven knowledge acquisition and decision support using heterogeneous, distributed, autonomous data and knowledge sources. ",Artificial
Intelligence_1433876.txt,EFLAT Spanish Association of Fuzzy Logic and Technologies ,Artificial
Intelligence_1433770.txt,"KnowledgeScape Systems Real-time optimization system learns the process dynamics and adjusts process setpoint, optimizing a single procedure or an entire enterprise. ",Artificial
Intelligence_1433910.txt,"Toolkit for Visual Genetic Programming A GP toolkit for exploring problems which don't have a natural fitness function and need human intuition to select the ""best of the breed."" ",Artificial
Intelligence_1433676.txt,"Intelligent Agent Systems: Theory, Design and Implementation ""Intelligent Agent Systems: Theory, Design and Implementation"" is a special track of FLAIRS04 conference, Miami Beach, Florida. ",Artificial
Intelligence_1434080.txt,"Machine Learning Research Group - UW-Madison Research on information retrieval and extraction, bioinformatics, connectionist models, hybrid systems. ",Artificial
Intelligence_1433942.txt,rEvolutionaryEngineering Researches and develops applications using evolutionary algorithms and genetic algorithms for finance and engineering. ,Artificial
Intelligence_1434003.txt,DELVE - Data for Evaluating Learning in Valid Experiments Data for Evaluating Learning Valid Experiments: A standardized environment designed to evaluate the performance of methods that learn relationships based primarily on empirical data. Delve makes it possible for users to compare their learning methods with other methods on many datasets. ,Artificial
Intelligence_1434675.txt,"University of Michigan AI Lab Home Page Active faculty research projects, research achievements, graduate school information and other topic areas. ",Artificial
Intelligence_1433608.txt,University of Pittsburgh - Intelligent Systems Program Interdisciplinary education and research in artificial intelligence and cognitive science. ,Artificial
Intelligence_1434750.txt,"U.C. Berkeley Computer Vision Group Contains description of research projects on segmentation, shape, object recognition, statistics of natural images, and human motion analysis. Publications, software and course materials are available for download. ",Artificial
Intelligence_1434733.txt,Rachid Deriche Research Director at INRIA (French National Institute for Research in Computer Science and Control). ,Artificial
Intelligence_1434499.txt,"Massa, Paolo Phd student at Istituto per la Ricerca Scientifica e Tecnologica (IRST) in Italy. ",Artificial
Intelligence_1433827.txt,"Peter Suber, Hunter-Hofstadter Map Shows where in GÃÂ¶del, Escher, Bach to find topics covered in Geoffrey Hunter's Metalogic, and vice versa. ",Artificial
Intelligence_1434372.txt,"Joshi, Prashant Computational motor control, biologically realistic circuits, humanoid robots, spiking neurons. ",Artificial
Intelligence_1433811.txt,Ashok Goel Ashok Goel is an Associate Professor of Computer and Cognitive Science at Georgia Institute of Technology. Research in various aspects of design includes investigation of the creative exploration involved in solving problems. ,Artificial
Intelligence_1434064.txt,"Bioinformatics and Learning Metrics group - Helsinki University of Technology Analysis of functional genomics data, Construction of data-dependent metrics for focusing data analysis on relevant or important aspects of the data. ",Artificial
Intelligence_1434077.txt,"Institute for Process Control and Robotics - University of Karlsruhe (Germany) Research on Machine Learning in Robotics, Factory Automation, and Assistance Systems. ",Artificial
Intelligence_1434314.txt,"Ghahramani, Zoubin Sensorimotor control, unsupervised learning, probabilistic machine learning. ",Artificial
Intelligence_1434505.txt,"Hoos, Holger H. University of British Columbia. Preference elicitation, dynamic constraint optimization, satisfiability problems in propositional logic, computational musicology. ",Artificial
Intelligence_1434542.txt,"Benjamin, D. Paul Pace University. Problem decomposition and theory reformulation, integrated cognitive architectures for autonomous robots, distributed constraint satisfaction problems, semigroup theory and dynamical systems, category theory in software design. ",Artificial
Intelligence_1433738.txt,SERENE: Safety and Risk Evaluation using Bayesian Nets Decision support method and tool for quantifying the safety of complex systems. ,Artificial
Intelligence_1433785.txt,"Novacast Database mining, knowledge-based systems, rule induction, neural nets, genetic algorithms. ",Artificial
Intelligence_1434193.txt,SabrinaDev An opensource AI project to create a Turing-Test-capable chatbot for self and social improvement. ,Artificial
Intelligence_1433814.txt,"Stephen L. Thaler Creator of the neural-network based Creativity Machine. Thaler has proposed it as a model of consciousness in which a neural network manifests what he calls a stream of consciousness while a second network filters the outputs from the first network. Thaler claims that these immense neural network cascades are capable of human level invention, discovery, and artistic creativity. Holds patents in the areas of neural networks, optimization, and the construction of sentient machines. ",Artificial
Intelligence_1434360.txt,"Friedman, Nir Learning of probabilistic models, applications to computational biology. ",Artificial
Intelligence_1434564.txt,"Green, Nancy University of North Carolina at Greensboro. Intelligent multimedia presentation systems, argumentation models, automatic generation of textual summaries of graphs, interactive narrative, conversation agents, user modeling. ",Artificial
Intelligence_1434450.txt,"IEEE Computational Intelligence Society Brings together the community of scientists and engineers in the field of neural networks and connectionist systems. Includes mission statement, activities, publications and contact information. ",Artificial
Intelligence_1434713.txt,"Interior-Point Methods for Massive Support Vector Machines SIAM Journal on Optimization, Vol. 13, Iss. 3. Several formats of document available. [subscription required] ",Artificial
Intelligence_1434521.txt,"Jacob, Rob Tufts University. Human-computer interaction, tangible user interfaces, virtual environments, eye-gaze tracking. ",Artificial
Intelligence_1434145.txt,Genetic Algorithm Projects at SourceForge.net A large collection of algorithm projects with complete sourcecode. [GPL] ,Artificial
Intelligence_1434296.txt,"NN2005 Summer School on Neural Networks in Classification, Regression and Data Mining, held July 4-8, 2005 in Porto, Portugal. ",Artificial
Intelligence_1434628.txt,"Wahlster, Wolfgang UniversitÃÂ¤t des Saarlandes. Multimodal and perceptive user interfaces, user modeling, ambient intelligence, embodied conversational agents, smart navigation systems, semantic web services, and resource-adaptive cognitive technologies, VERMOBIL. ",Artificial
Intelligence_1434532.txt,"Novick, David University of Texas at El Paso. Department of Computer Science Chair. Spoken dialog models, mediated communication, user interface development methodologies. ",Artificial
Intelligence_1434729.txt,New Model for Light Interaction with the Retina of the Eye Presents a new geometrical model for light interaction with the retina of the eye and its implications to the vision process. Results include a logical explanation for the trichromicity of vision and a seeming verification of Edwin Land's color vision experiments. ,Artificial
Intelligence_1433982.txt,"University of Massachusetts - Amherst CBR Group Information about research, publications, abstracts, and personnel. ",Artificial
Intelligence_1433752.txt,"BayesiaLab Bayesian network laboratory producing a broad set of tools for structure learning, analysis, adaptive questionnaires, and dynamic Bayesian networks ",Artificial
Intelligence_1434118.txt,"Sorting Algorithms for Machine Learning Various sorting algorithms including insertion, quick, merge, heap, Dutch National Flag, and radix with on-line demos. [Free] ",Artificial
Intelligence_1434674.txt,"Computational Intelligence Research Laboratory - University of Oregon Research focus on basic questions in artificial intelligence including search, knowledge representation, and reasoning. Emphasis is on planning, constraint satisfaction, and common sense reasoning. ",Artificial
Intelligence_1433887.txt,"Steering Behaviors For Autonomous Characters Description of simple techniques for controlling goal-directed motion of simulated characters around their world, for applications in games and animation. Includes Java demos and related links. ",Artificial
Intelligence_1434718.txt,"Cognex Corporation Designs, develops, manufactures and markets family of machine vision computer systems which are used to replace human vision in a wide range of manufacturing processes. ",Artificial
Intelligence_1434576.txt,"Freeman, Richard University of Manchester. Machine learning, knowledge management, data visualization, artificial intelligence and neural networks. ",Artificial
Intelligence_1434504.txt,"Saffiotti, Alessandro Head of the mobile robotics lab at Orebro University, Sweden. Research area: integration of cognition and physical embedding in autonomous robots. ",Artificial
Intelligence_1434374.txt,"Chu, Selina Artificial intelligence, machine learning, data mining. ",Artificial
Intelligence_1433865.txt,"Roubens, Marc Multicriteria decision aid ",Artificial
Intelligence_1434098.txt,Experience-based Language Acquisition Computational model of human language acquisition written in Java; currently acquires a protolanguage of nouns and verbs language based on visual perception. [BSD] ,Artificial
Intelligence_1434730.txt,Charless C. Fowlkes Research papers and software on statistical approaches to perceptual organization in low and mid-level vision. Quantitative analysis of spatial gene expression patterns in biological development. ,Artificial
Intelligence_1434682.txt,ACM Crossroads AI Features ACM Crossroads is the student magazine of the Association for Computing Machinery and has published many articles about topics in Artificial Intelligence. ,Artificial
Intelligence_1434687.txt,"Evolutionary Computation ""Evolutionary Computation provides an international forum for facilitating and enhancing the exchange of information among researchers involved in both the theoretical and practical aspects of computational systems of an evolutionary nature. The journal publishes both theoretical and practical developments of computational systems drawing their inspiration from nature, with particular emphasis on evolutionary models of computation such as genetic algorithms (GAs), evolutionary strategies (ESs), classifier systems (CSs), evolutionary programming (EP), and other evolutionary computation techniques."" ",Artificial
Intelligence_1434084.txt,"Bow: A Toolkit for Statistical Language Modeling, Text Retrieval, Classification and Clustering A library of C code useful for writing statistical text analysis, language modeling, and information retrieval programs. The current distribution includes the library, as well as front-ends for document classification (rainbow), document retrieval (arrow) and document clustering (crossbow). [LGPL] ",Artificial
Intelligence_1434616.txt,"Riazanov, Alexandre Computer Scientist and Software Developer. Research interests: Automated Reasoning, Theorem Prover Vampire, Semantic Technologies, Semantic Web, Natural Language Processing. ",Artificial
Intelligence_1433945.txt,"Papers by Lee Altenberg On-Line Research publications in mathematical population genetics, evolutionary computation, and genetic algorithms. ",Artificial
Intelligence_1434762.txt,"Uratek Artificial Vision Components Applications of Uratek artificial vision components, like eye tracking, smoke detection, biometrics identification, complex objects recognition and camera motion calculation. ",Artificial
Intelligence_1434123.txt,VIBES: Variational Inference for Bayesian Networks A software package which allows variance-modeled posterior inference to be performed automatically on a Bayesian network. [GPL] ,Artificial
Intelligence_1434708.txt,"Cristianini, Nello University of California in Berkeley. Machine learning, support vector machines. ",Artificial
Intelligence_1433870.txt,"Yager, Ronald R. Decision support ",Artificial
Intelligence_1434518.txt,"Nebel, Bernhard Albert-Ludwigs-UniversitÃÂ¤t, Freiburg, Germany. Professor. Knowledge representation, planning, and robotics, with an emphasis on robotic soccer. ",Artificial
Intelligence_1434142.txt,SUBDUE: Graph Based Knowledge Discovery A program which discovers interesting and repetitive subgraphs in labeled graph representations using the minimum description length principle. Includes applications to molecular biology. [Free] ,Artificial
Intelligence_1433775.txt,"AmikaNow Email management software solutions and services. Product, services, news, company and contact information. ",Artificial
Intelligence_1434449.txt,Austrian Research Institute for Artificial Intelligence Theory and methodology of neural networks; medical applications; industrial applications; neural network simulation tools; and connectionism and cognitive modeling. ,Artificial
Intelligence_1434375.txt,"Schein, Andrew I. Machine learning approaches to data mining focussing on text mining applications. ",Artificial
Intelligence_1434230.txt,"Lots-A-Bots Create a free chatterbot with easy programming, 24/7 bot hosting. Special package deals are available for advanced botmasters. Online assistance, community projects, and special groups are some other great features. ",Artificial
Intelligence_1434140.txt,"Machine Learning and Inference Laboratory Downloadable group of programs comprising the EMERALD machine learning system, (Experimental Machine Example-based Reasoning and Learning Disciple) integrates five modules (e.g. or 'robots'), each displaying a capability for machine learning, visualization, and interence. [LGPL] ",Artificial
Intelligence_1434435.txt,"Institut fur Neuroinformatik - Ruhr-Universat Bochum Research in systems biophysics, theoretical biology and complex systems. ",Artificial
Intelligence_1434583.txt,"Pinheiro da Silva, Paulo Stanford University. Explanations for semantic web tasks, semantic web tools and infrastructure, model-based user interfaces, formal specification and verification of interactive systems. ",Artificial
Intelligence_1433828.txt,"Review of Chapters XVI and XVII Detailed review of two chapters of GÃÂ¶del, Escher, Bach, with references. ",Artificial
Intelligence_1434060.txt,"Center for Automated Learning and Discovery - CMU Large group with projects in robot learning, data mining for manufacturing and in multimedia databases, causal inference, and disclosure limitation. ",Artificial
Intelligence_1434177.txt,"Grammatical Inference Repository of information on grammatical inference, automata induction, and language acquisition. ",Artificial
Intelligence_1433589.txt,"Artificial Intelligence Depot Community discussions, regular tutorials, daily news, and a searchable knowledge base. ",Artificial
Intelligence_1434071.txt,"Computational Intelligence, Learning, &amp; Discovery Pursues research on algorithms and software tools for gleaning knowledge from data and their applications in Bioinformatics, Security Informatics, Medical Informatics, Geoinformatics, Chemical Informatics, Semantic Web, e-Government, e-Enterprises, e-Commerce, and e-Science. ",Artificial
Intelligence_1434693.txt,"Decision Support Systems ""Decision Support Systems welcomes contributions on the concepts and operational basis for DSSs, Techniques for implementing and evaluating DSSs, DSS experiences, and related studies. In treating D S topics, manuscripts may delve into, draw-on, or expand such diverse areas as artificial intelligence, cognitive science, computer supported cooperative work, data base management, decision theory, economics, linguistics, management science, mathematical modeling, operations management systems, ad others. The common thread of articles published in the journal will be their relevance to theoretical, technical DSS issues."" ",Artificial
Intelligence_1433698.txt,Collective Agent-Based Systems research at Technical University of Delft Research project on agent multi-agent coordination and planning. ,Artificial
Intelligence_1433672.txt,"Web Hunting: Design of a Simple Intelligent Web Search Agent ""The goal of this article is to introduce the reader to the basic elements of an intelligent agent, and then apply those elements to a Web search agent to provide the framework for the construction of a simple intelligent Web search agent."" Published in Crossroads, the ACM student magazine. ",Artificial
Intelligence_1433763.txt,"WebWEavr-III WEBWEAVR-III is a Java application that supports the construction of Bayesian networks, inference in standard and dynamic Bayesian networks and decomposable Markov networks, construction and verification of multiply-sectioned Bayesian networks (MSBNs), inference in multi-agent MSBNs, and learning decomposable Markov networks. ",Artificial
Intelligence_1433689.txt,Multi-Agent Systems for Integrated Host and Network Based Intrusion Detection Collaborative agents for intrusion detection and countermeasures in networked computing systems. ,Artificial
Intelligence_1434527.txt,"Traum, David R. USC Institute for Creative Technology. Discourse structure. Grounding in discourse. Dialog and virtual reality agents. ",Artificial
Intelligence_1434062.txt,"Knowledge Acquisition and Machine Learning Group - University of Ottawa Research projects mainly focused on text: Intelligent Information Access, Text Summarization, Text Analysis for Knowledge Acquisition. ",Artificial
Intelligence_1434288.txt,"NeuralWare Provides neural network based analysis products and engineering services which help business, government, industry, and universities solve data mining, classification, prediction, and pattern recognition problems. ",Artificial
Intelligence_1433888.txt,"Kynogon, an Artificial Intelligence expert for the video game industry Kynogon develops advanced AI solutions for the interactive entertainment industry and takes into account the uniqueness of each game. Costs are reduced, deadlines achieved and time-to-market respected. ",Artificial
Intelligence_1434227.txt,"Freakycowbot Site for this chatbot, almost always active on AIM. Includes sample conversations and frequently asked questions. ",Artificial
Intelligence_1434440.txt,Digital Signal Processing Group - University of ValÃÂ¨ncia - Estudi General Digital signal processing and applications to Biomedical Engineering and Industrial Systems. ,Artificial
Intelligence_1434467.txt,"ECANSE Provides a development environment for the design, simulation and testing of neural networks and their applications up to the production of an optimized software solution. ",Artificial
Intelligence_1434335.txt,"Meila, Marina Graphical models, learning in high dimensions, tree networks. ",Artificial
Intelligence_1433911.txt,Interactive Truck Demo Demonstrates the use of genetic algorithms in solving the trailer truck backing up problem. ,Artificial
Intelligence_1434725.txt,"USC Annotated Computer Vision Bibliography: Table of Contents The largest online vision bibliography of this kind. Papers organized by authors, journal/conference title, paper title and topic. Very useful reference resource. ",Artificial
Intelligence_1433594.txt,AI Topics Introductory resources concerning artificial intelligence and its many dimensions. ,Artificial
Intelligence_1434136.txt,"UMDHMM and other statistical programs This tool implements Hidden Markov Models and application to part-of-speech tagging. Also available; a multivariate hypothesis testing software for gaussian data, and a groundtruth/metadata editing and visualizing toolkit for OCR. [GPL] ",Artificial
Intelligence_1434645.txt,"Kamovich, Aliaksander Minsk, Belarus. Automatic image stitching, target tracking, ICA and PCA compression ",Artificial
Intelligence_1434376.txt,"Frohlich, Jochen Overview of neural networks, and explanation of Java classes that implement backpropagation, and Kohonen feature maps. ",Artificial
Intelligence_1433923.txt,"Distributed Genetic Programming Framework A scalable, distributed Java genetic programming environment. It comes with a specialization for evolving assembler-syntax algorithms that could run on sensor nodes. ",Artificial
Intelligence_1433599.txt,University of Southern California - Robotics Research Laboratory Research and publications related to robotics. ,Artificial
Intelligence_1434679.txt,"SFB/TR8 - Spatial Cognition The interdisciplinary Transregional Collaborative Research Center ""Spatial Cognition: Reasoning, Action, Interaction"" is concerned with the acquisition, organization, utilization and revision of knowledge about spatial environments, be it real or abstract, human or machine ",Artificial
Intelligence_1434082.txt,"GSIC A group of researchers interested in artificial intelligence, computer supported collaborative learning and grid computing. ",Artificial
Intelligence_1434283.txt,hav.Software Sells software implementations of feedforward and recurrent networks trained with backpropagation and feature maps. ,Artificial
Intelligence_1434174.txt,"Bibliography of Research in Natural Language Generation A part of the Computer Science Bibliography Collection, providing references for papers published through 1994. Searchable, browsable. ",Artificial
Intelligence_1433767.txt,IBAyes A probabilistic reasoning tool that allows its user to model uncertain situations and to perform inference using Bayesian networks and its variants such as Influence Nets. The tool is developed by the Artificial Intelligence Lab @ IBA and currently works in Windows environment. ,Artificial
Intelligence_1434350.txt,"Winther, Ole Variational algorithms for Gaussian processes, neural networks and support vector machines. Also work on belief propagation and protein structure prediction. ",Artificial
Intelligence_1433582.txt,Context in AI A contact point on the Web for researchers who are interested in the many roles of context in artificial intelligence. ,Artificial
Intelligence_1434002.txt,"Dataset generator Datgen, formerly SCDS, is a computer program that generates data to systematically test programs that consume data. These synthetic datasets can be used to validate learning algorithms. ",Artificial
Intelligence_1434480.txt,Lightweight Neural Network++ Free software project. Implements a general feed forward neural network and some training techniques. ,Artificial
Intelligence_1434487.txt,"Prediction with neural network Tutorial that includes Java applet for online experiments with prediction of a function, including training set generation and error observation. ",Artificial
Intelligence_1434148.txt,AliceBOT The famous free software BOT developed in promotion of AIML (Artificial Intelligence Markup Language). [FREE] ,Artificial
Intelligence_1434017.txt,Reuters-21578 Text Categorization Corpus A classic benchmark for text categorization algorithms. ,Artificial
Intelligence_1434612.txt,"Lin, Fan Department of Computer Science and Technology, Tsinghua University, Maryland University, machine learning, data mining. Ph.D. student. ",Artificial
Intelligence_1434275.txt,Gaussian Processes A website keeping track of developments in Gaussian processes. Has links to online papers and their authors and software. ,Artificial
Intelligence_1433639.txt,"Piraeus University - Decision Support Systems Lab Research, publications, and courses on intelligent decision support systems. ",Artificial
Intelligence_1434231.txt,"Chat Web Bot Web Chat-Bot: Speaks English, French, German, Italian, Portuguese, Spanish and Dutch and was awarded Chatterbox Challenge 2004 Bronze Medal for Best Learning Bot category. ",Artificial
Intelligence_1433663.txt,"AAMAS 2003 Second international joint conference on Autonomous Agents and Multi-Agent Systems. Melbourne, Australia; 14--18 July 2003. ",Artificial
Intelligence_1434671.txt,"Jozef Stefan Institute - Slovenia Department of Intelligent Systems, research areas include, but are not limited to: machine learning, knowledge-based systems, qualitative modeling, decision making, logic programming, natural language processing, and cognitive science. ",Artificial
Intelligence_1434560.txt,"Kurban, Rifat Erciyes University. Artificial neural networks, speech processing, digital signal processing, speaker recognition, image processing. ",Artificial
Intelligence_1433824.txt,"Non-Fiction Reviews: Douglas R. Hofstadter Reviews of books, including Fluid Concepts and Creative Analogies. and Le Ton beau de Marot. ",Artificial
Intelligence_1434078.txt,"Computational Learning - Royal Holloway, University of London Research on machine learning theory, kernel methods for text analysis, support vector machines, kernel theory. ",Artificial
Intelligence_1434482.txt,"NetMaker Simulates MLP, RMLP and Cascade-Correlation models with dynamic size adjustment algorithms. Includes various training patterns, error and activation functions. ",Artificial
Intelligence_1434494.txt,"Schubert, Johan Research on belief functions, clustering, neural networks, fusion. Defense Research Establishment. ",Artificial
Intelligence_1434323.txt,"Revow, Michael Hand-written character recognition. ",Artificial
Intelligence_1433854.txt,"Technical Reference * Fuzzy Logic Leading manufacturer of process measurement and control products for the scientific, municipal and industrial markets. ",Artificial
Intelligence_1433802.txt,"Hugin Expert Expert system software house in construction and execution of Bayesian Belief Networks (also known as Bayesian Networks, Belief Networks, or Causal Probabilistic Networks). ",Artificial
Intelligence_1433968.txt,Proto-Mind Machines Artificial Neural Network-based natural language conversational agent and intelligent dialogue generator ,Artificial
Intelligence_1433602.txt,"NASA Ames Research in Computational Sciences NASA's largest AI research division. Specializes in robotics, autonomous reasoning, machine learning, automatic programming, and novel human/machine interfaces and interactions. ",Artificial
Intelligence_1434519.txt,"Biermann, Alan W. Duke University. Computational linguistics, automatic programming and inference. ",Artificial
Intelligence_1434169.txt,CMU Artificial Intelligence Repository The Carnegie Mellon University School of Computer Science select list of a few very good machine learning systems. A list of 4 FTP repository links is also listed for exploring. [GPL] ,Artificial
Intelligence_1434229.txt,"Lady Chatterly A full-featured Usenet bot based upon existing chatbot technologies such as AIML, Eliza, and NICOLE. Features include but are not limited to whois lookup, random header generation, google search and babelfish translation, encryption support, and random posting via smtp or nntp. ",Artificial
Intelligence_1433778.txt,"Intellix Intellix supplies software for the collection, storage and distribution of knowledge: building expert systems, knowledge mapping, data mining, CBR, case based reasoning, knowledge sharing and knowledge management. ",Artificial
Intelligence_1434685.txt,"AI and Cog Sci papers from Indiana Univ Archive of artificial intelligence and cognitive science papers from Indiana university, primarily from the case-based reasoning group. ",Artificial
Intelligence_1433905.txt,Teamwork in Genetic Programming Thesis and software demonstrating teamwork in genetic programming. Simulates evolving software emulating ants and collective behavior. ,Artificial
Intelligence_1434477.txt,Tradecision Neural network software for technical analysis and stock market trading. Demo is available. ,Artificial
Intelligence_1434410.txt,"Bach, Francis Machine learning, kernel methods, kernel independent component analysis and graphical models ",Artificial
Intelligence_1433669.txt,"Protecting the Integrity of Agents: An Exploration into Letting Agents Loose in an Unpredictable World ""Strategies must be developed to protect the integrity of agents. With the use of this new technology in safety-critical applications, better ways of engineering agent-based systems must be devised. In this paper, we discuss these issues and the ramifications of letting agents loose in an unpredictable world; solutions are also proposed."" Published in Crossroads, the ACM student magazine. ",Artificial
Intelligence_1434244.txt,John Lennon Artificial Intelligence Project Chat online with cyber-Beatle John Lennon. Java powered. ,Artificial
Intelligence_1434339.txt,"Wu, Yingnian Stochastic generative models for complex visual phenomena. ",Artificial
Intelligence_1434710.txt,"P. Bennett, Kristin P. Associate Professor, Department of Mathematical Sciences, Rensselaer Polytechnic Institute. Interests: mathematical programming, machine learning, support vector machines, neural networks, artificial intelligence, parallel optimization, tabu search, automated drug discovery, data mining, bioinformatics. ",Artificial
Intelligence_1434664.txt,"Brain-Mind: Know Thyself Philosophy of mind for artificial intelligence. This paper was originally commissioned by and published in NOVEMBER Magazine. Links will lead to the free full text of the book, Ai4u: Mind-1.1 Programmer's Manual By Arthur T Murray ",Artificial
Intelligence_1434747.txt,"International Journal of Computer Vision Includes table of contents running back to 1995, information about the editorial board, instructions for authors and style files for submission ",Artificial
Intelligence_1434023.txt,Machine Learning List A moderated discussion list about Machine Learning. Email subscribe/unsubscribe request to ml-request@isle.org. Email contribution to ml@isle.org. It's sent out bi-monthly in digest format. ,Artificial
Intelligence_1434636.txt,"Dorst, Leo University of Amsterdam. Applications of geometric (Clifford) algebra, exploration, reasoning with uncertainty in robotics. ",Artificial
Intelligence_1433896.txt,"Game Semantics or Linear Logic? A discussion of how linear logic relates to computability logic, - the game-sematically introduced logic of computational resources and interactive computation. ",Artificial
Intelligence_1434342.txt,"Rao, Rajesh P. N. Models of human and computer vision. ",Artificial
Intelligence_1434448.txt,"Image Processing and Neural Networks Lab at the University of Texas at Arlington Developing theory, algorithms, and software for neural network regression and classification. ",Artificial
Intelligence_1434672.txt,"Research in Artificial Intelligence at Edinburgh University Undergraduate, Graduate, and Research Programs offered in many areas of AI and multi-disciplinary combinations, from a program which traces its roots back to 1963. ",Artificial
Intelligence_1434722.txt,"Computer Vision Handbook Primarily intended for a researcher trying to decipher papers outside his own area of expertise, or a graduate student starting research. ",Artificial
