file_name,text,class
72.txt,"Currently, the TRAINS dialog system uses a more or less standard chart parser as the interface between the text of the dialog and the rest of the dialog processing system. However, traditional chart parsers are not well equipped to handle dialogs because dialog constituents can be discontinuous, with interspersed acknowledgments, editing terms, repairs, etc. This paper proposes some modifications of the current TRAINS parser enabling it to handle discontinuous dialog structure. The representation of a dialog is still superficially hierarchical (rather than consisting of interleaved structures). This is made possible by two devices: one is to accommodate repairs (e.g., to uh .. to Corning) through explicit grammar rules; the other is to accommodate mid-sentence acknowledgments (e.g., okay), editing terms (e.g., uh), etc. as ``trailers"" attached to lexical items. We show how this works on a simple sample dialog. Because allowing for repairs and interruptions introduces much ambiguity, we also discuss some initial disambiguation techniques.",ArtificiallIntelligence
77.txt,"Recent neurophysiological experiments appear to indicate that the responses of visual cortical neurons in a monkey freely viewing a natural scene can sometimes differ substantially from those obtained when the same image subregions are flashed during a conventional fixation task. These new findings attain significance from the fact that neurophysiological research in the past has been based predominantly on cell recordings obtained during fixation tasks, under the assumption that these data would be useful in predicting responses in more general situations. We describe a hierarchical model of visual memory that reconciles the two differing experimental results mentioned above by predicting neural responses in both fixating and free-viewing conditions. The model dynamically combines input-driven bottom-up signals with expectation-driven top-down signals to achieve optimal estimation of current state using a Kalman filter based framework. The architecture of the model posits a role for the reciprocal connections between adjoining visual cortical areas in determining neural response properties.",ArtificiallIntelligence
80.txt,"The focus of this thesis proposal is to improve the ability of a computational system to understand spoken utterances in a dialogue with a human. Available computational methods for word recognition do not perform as well on spontaneous speech as we would hope. Even a state of the art recognizer achieves slightly worse than 70\% word accuracy on (nearly) spontaneous speech in a conversation about a specific problem.  To address this problem, I will explore novel methods for post-processing the output of a speech recognizer in order to correct errors. I adopt statistical techniques for modeling the noisy channel from the speaker to the listener in order to correct some of the errors introduced there. The statistical model accounts for frequent errors such as simple word/word confusions and short phrasal problems (one-to-many word substitutions and many-to-one word concatenations). To use the model, a search algorithm is required to find the most likely correction of a given word sequence from the speech recognizer. The post-processor output should contain fewer errors, thus making interpretation by higher levels, such as parsing, more reliable.  Spontaneous speech is also challenging to process because it is more incremental than written language. Utterances frequently form brief phrases and fragments rather than full sentences; they tend to come in installments and refinements. Known methods for parsing do not perform as well as we would like in the face of these linguistic ambiguities and idiosyncrasies. Even state of the art algorithms for parsing spontaneous language sustain high error rates.  To address the incrementality of spontaneously spoken utterances, I will develop methods for segmenting a given utterance into ``chunks'' representing individual thoughts. Given an utterance of spontaneous speech, a tool for automatic prosodic feature extraction will analyze the output of the error-correcting post-processor and the acoustic waveform to generate prosodic cues. These cues will aid a robust parser using a prosody-wise grammar to identify the incremental phrases in the utterance and to provide a syntactic analysis.  These components will augment the {\sc Trains-95} conversational planning assistant.",ArtificiallIntelligence
34.txt,"Statistical techniques have revolutionized all areas of natural language processing, and syntactic parsing is no exception. The availability of large syntactically annotated corpora (principally through the Penn Treebank project) has precipitated parsing's shift from the task of constructing interpretations to the task of constructing a labeled bracketing.  These corpus-based techniques are robust and scalable, two desiderata lacking in early, knowledge-based approaches to parsing. The early approaches are typified by parsers that could operate only in a narrow domain, but that produced semantically interpretable parses. In contrast, the corpus-based approaches produce underspecified labeled bracketings that are not sufficiently detailed for applications in natural language understanding.  In this dissertation we describe a parser that uses hand-written linguistically informed knowledge sources (grammar, lexicon, ontology) to enrich the labeled bracketing in the Penn Treebank. The enriched corpus is then used as the data source for statistical parsing in our well-founded framework. Furthermore, parsing in this framework supports a fully-lexicalized parsing model, and allows for the natural integration of word sense disambiguation with syntactic disambiguation. We show that jointly modeling word sense ambiguity and syntactic ambiguity results in improved syntactic disambiguation. We also describe our treatment of coordinated structures (a topic generally ignored in statistical parsing), and our novel method for using an ontology to settle on backed-off estimators via hypothesis testing.",ArtificiallIntelligence
120.txt,"Recognition of motion sequences is a crucial ability for biological and robot vision systems. We present an architecture for the higher-level processes involved in recognition of complex structured motion. The work is focused on modeling human recognition of Moving Light Displays. MLDs are image sequences that contain only motion information at a small number of locations. Despite the extreme paucity of information in these displays, humans can recognize MLDs generated from a variety of common human movements. This dissertation explores the high-level representations and computational processes required for the recognition task. The structures and algorithms are articulated in the language of structured connectionist models. The implemented network can discriminate three human gaits from data generated by several actors.  Recognition of any motion involves indexing into stored models of movement. We present a representation for such models, called scenarios, based on coordinated sequences of discrete motion events. A method for indexing into this representation is described. We develop a parallel model of spatial and conceptual attention that is essential for disambiguating the spatially and temporally diffuse MLD data. The major computational problems addressed are: (1) representation of time-varying visual models; (2) integration of visual stimuli over time; (3) gestalt formation in and between spatially-localized feature maps and central movement representations; (4) contextual feedback to lower levels; and (5) the use of attention to focus processing on particular spatial locations and particular high-level representations. Several novel connectionist mechanisms are developed and used in the implementation.  In particular, we present advances in connectionist representation of temporal sequences and in using high-level knowledge to control an attentional mechanism. We show that recognition of gait can be achieved directly from motion features, without complex shape information, and that the motion information need not be finely quantized. We show how the ""what"" and ""where"" processes in vision can be tightly coupled in a synergistic fashion. These results indicate the value of the structured connectionist paradigm in modeling perceptual processes: no previous computational model has accounted for MLD recognition and we do not know how it would be approached in any other paradigm.",ArtificiallIntelligence
24.txt,"Language is about symbols and those symbols must be grounded in the physical environment during human development. Most recently, there has been an increased awareness of the essential role of inferences of speakersU referential intentions in grounding those symbols. Experiments have shown that these inferences as revealed in eye, head and hand movements serve as an important driving force in language learning at a relatively early age. The challenge ahead is to develop formal models of language acquisition that can shed light on the leverage provided by embodiment. We present an implemented computational model of embodied language acquisition that learns words from natural interactions with users. The system can be trained in unsupervised mode in which users perform everyday tasks while providing natural language descriptions of their behaviors. We collect acoustic signals in concert with user-centric multisensory information from nonspeech modalities, such as userUs perspective video, gaze positions, head directions and hand movements. A multimodal learning algorithm is developed that firstly spots words from continuous speech and then associates action verbs and object names with their grounded meanings. The central idea is to make use of non-speech contextual information to facilitate word spotting, and utilize userUs attention as deictic reference to discover temporal correlations of data from different modalities to build lexical items. We report the results of a series of experiments that demonstrate the effectiveness of our approach.",ArtificiallIntelligence
87.txt,"In ordinary first-order logic, a valid inference in a language {\bf L} is one in which the conclusion is true in every model of the language in which the premises are true.  To accommodate inductive/uncertain/probabilistic/non-monotonic inference, we weaken that demand to the demand that the conclusion be true in a large proportion of the models in which the relevant premises are true. More generally, we say that an inference is [p,q] valid if its conclusion is true in a proportion lying between p and q of those models in which the relevant premises are true. If we include a statistical variable binding operator ``%'' in our language, there are many quite general (and useful) things we can say about uncertain validity. A surprising result is that some of these things may conflict with Bayesian conditionalization.",ArtificiallIntelligence
115.txt,"Explanation closure (EC) axioms were previously introduced as a means of solving the frame problem. This paper provides a thorough demonstration of the power of EC combined with action closure (AC) for reasoning about dynamic worlds, by way of Sandewall's test suite of 12-or-so problems [Sandewall 1991; 1992]. Sandewall's problems range from the ""Yale turkey shoot"" (and variants) to the ""stuffy room"" problem, and were intended as a test and challenge for nonmonotonic logics of action. The EC/AC-based solutions for the most part do not resort to nonmonotonic reasoning at all, yet yield the intuitively warranted inferences in a direct, transparent fashion. While there are good reasons for ultimately employing nonmonotonic or probabilistic logics---e.g., pervasive uncertainty and the qualification problem---this does show that the scope of monotonic methods has been underestimated. Subsidiary purposes of the paper are to clarify the intuitive status of EC axioms in relation to action effect axioms; and to show how EC, previously formulated within the situation calculus, can be applied within the framework of a temporal logic similar to Sandewall's ""discrete fluent logic,"" with some gains in clarity.",ArtificiallIntelligence
82.txt,"This report describes a corpus of task-oriented dialogues set in the TRAINS domain. A user collaborates with a planning assistant to accomplish some task involving manufacturing and shipping goods in a railroad freight system. We include a description of the task, collection situation, and transcriptions conventions. The audio files, along with time-aligned word and phoneme transcriptions are available on CD-ROM from the Linguistic Data Consortium. Altogether, there are 98 dialogs included, collected using 20 different tasks and 34 different speakers. This amounts to six and a half hours of speech, about 5900 speaker turns, and 55000 transcribed words.",ArtificiallIntelligence
112.txt,"This paper describes the performance evaluation of six temporal reasoning systems. We show that if you are working with large temporal datasets where information is added incrementally throughout the execution of the program, systems using incompletely connected graphs (i.e., TMM, TimeGraph and TimeGraph-II) seem the best option. While they do not offer the constant query time of systems using fully connected graphs (i.e., the systems based on constraint satisfaction), the savings at assertion time are so substantial that the relatively small performance penalty for queries is a reasonable tradeoff. Of course, these systems do not offer the expressivity of the interval-based systems as they only handle point-based relations. Of the three, TimeGraph-II offers a wider range of qualitative relations as it handles point inequality. It does not currently handle metric information, however, as do TMM and TimeGraph. Thus decisions between these three may be more determined by the reasoning capabilities required rather than raw performance.",ArtificiallIntelligence
100.txt,"The problem of ambiguity is central to any theory of language interpretation, whether our interest is in language processing in humans or in developing a usable natural language processing system. Psycholinguistic evidence suggests that human subjects are able to choose an interpretation when necessary, and that competing factors are involved in this choice; however, no theory of language interpretation deals satisfactorily with the combinatorial explosion paradox---the fact that no matter how ambiguous natural language sentences are, they are usually interpreted without significant effort.  The main idea presented in this dissertation is that the scope preferences observed in the literature are not obtained by an independent `scope disambiguation' module, but are the result of independent interpretation processes such as definite description interpretation or the interpretation of modals. None of these interpretive procedures is especially concerned with `scope disambiguation,' but the result of these inferences is that relations of contextual dependency such as anaphoric reference or presuppositionality become part of the common ground; the scope preferences observed in the literature reflect these relations of dependency. The dissertation includes a formal proposal concerning the representation of contextual dependency and its impact on the semantics of sentence constituents.  The theory of ambiguity here presented is based on a distinction between semantic ambiguity, that can be captured implicitly, by means of underspecified representations, and perceived ambiguity, that results from the process of discourse interpretation. A new model of the common ground is introduced, that can be used to characterize both situations characterized by the presence of semantic ambiguity, and situations characterized by the existence of perceived ambiguity.  The reasoning that leads to the establishment of scoping preferences makes use, I argue, of information that is pragmatic in nature; this calls for a model of discourse interpretation in which the common ground contains such information. In the case of spoken language conversations, the common ground must be a model of the discourse situation of the conversational participants.",ArtificiallIntelligence
84.txt,"We describe some simple domain-independent improvements to plan-refinement strategies for well-founded partial order planning that promise to bring this style of planning closer to practicality. One suggestion concerns the strategy for selecting plans for refinement among the current (incomplete) candidate plans. We propose an A* heuristic that counts only steps and open conditions, while ignoring ""unsafe conditions"" (threats). A second suggestion concerns the strategy for selecting open conditions (goals) to be established next in a selected incomplete plan. Here we propose a variant of a strategy suggested by Peot and Smith and studied by Joslin and Pollack; the variant gives top priority to unmatchable open conditions (enabling the elimination of the plan), second-highest priority to goals that can only be achieved uniquely, and otherwise uses LIFO prioritization. The preference for uniquely achievable goals is a ""zero-commitment"" strategy in the sense that the corresponding plan refinements are a matter of deductive certainty, involving no guesswork. In experiments based on modifications of UCPOP, we have obtained improvements by factors ranging from 5 to several hundred for a variety of problems that are nontrivial for the unmodified version. Crucially, the hardest problems give the greatest improvements.",ArtificiallIntelligence
38.txt,"In this report we discuss the creation and initial annotation of the Monroe corpus, a collection of video and audio data of 20 human-human, mixed-initiative, task-oriented dialogs about disaster-handling tasks. We describe how the dialogs were collected, what tasks were used, and how the data was transcribed and aligned.",ArtificiallIntelligence
128.txt,"RPRS is a hierarchical plan recognition system built within the RHET knowledge representation system. It provides a powerful system for plan recognition based on the algorithms of Kautz, with the general reasoning capabilities of RHET. RPRS takes special advantage of Rhet's type relations, constraints, equality, and contextual reasoning abilities.  RPRS is also intended as a demonstration of the Rhet programming and knowledge representation system's hybrid reasoning capabilities. Utilizing the lisp interface to Rhet, RPRS allows the user to use the Rhet structured type system to build plan types, and given some observation or set of observations have Rhet derive the set of plans that are consistent with these observations. Since RPRS includes the TEMPOS specialized reasoner for Rhet, steps and observations can have reference to time-intervals, and/or be temporally constrained with respect to one another.",ArtificiallIntelligence
11.txt,"We address the problem of domain-dependence in semantic role labeling systems by attempting to bootstrap from unlabeled data in new domains. We explore a variety of methods for bootstrapping, and compare two machine learning techniques, decision lists and maximum entropy.",ArtificiallIntelligence
36.txt,"One of the less appreciated obstacles to scaling multi-agent systems is understanding the impact of the role(s) that people will play in those systems. As we try to adapt existing software tools and agent-based applications to play supportive roles in larger multi-agent systems, we must develop strategies for coordinating not only the problem-solving behavior of these agent communities, but also their information sharing and interactive behavior. Our research interest is in mixed-initiative control of intelligent systems [Burstein and McDermott, 1996; Burstein et al., 1998; Ferguson et al., 1996a] and, in particular, of interactive planning systems comprised of a heterogeneous collection of software agents. In this paper, we describe our experience constructing a prototype tool combining elements of TRIPS [Ferguson and Allen, 1998], an interactive, mixed-initiative agent-based planning architecture using spoken natural language dialogue, with the CAMPS Mission Planner, an interactive airlift scheduling tool developed for the Air Force [Emerson and Burstein, 1999], together with some related resource management agents representing other parts of the airlift planning organization. The latter scheduling tools were not originally designed to participate as part of a mixed-initiative, interactive agent community, but rather were designed for direct user interaction through their own GUIs. We describe some requirements revealed by this effort for effective mixed-initiative interaction in such an environment, including the role of explanation, the need for contextual information sharing among the agents, and our approach to intelligent invocation and integration of available agent capabilities.",ArtificiallIntelligence
51.txt,"Discourse markers, also known as clue words, are used extensively in human-human task-oriented dialogs to signal the structure of the discourse. Previous work showed their importance in monologs and social conversations for marking discourse structure, but little attention has been paid to their importance in spoken dialog systems. This paper investigates what discourse markers signal about the upcoming speech, and when they tend to be used in task-oriented dialog. We demonstrate that there is a high correlation between specific discourse markers and specific conversational moves, between discourse marker use and adjacency pairs, and between discourse markers and the speaker's orientation to information presented in the prior turn. We limit our analysis to turn-initial discourse markers and discover new patterns in their interaction with phenomena specific to dialog.",ArtificiallIntelligence
33.txt,"This manual describes a method for annotating rhetorical relations, adjacency pairs, and other argumentation acts found in task-oriented spoken dialog [Traum, 1993; Traum and Hinkelman, 1992]. It is largely aimed at the novice annotator rather than the computational linguist, and therefore in choosing terminology we have valued intuitiveness over precision. This work came out of an exploration of how to mark structure above the speech act in the Monroe corpus [Stent, 2000 (TN 99-2)]. For more information about the development of this manual, see [Stent, 2000 (INLG)]. This tool is designed for use with ArgumentationTool, a tool for marking argumentation acts in dialog that is available from http://www.cs.rochester.edu/research/cisd/resources/aad/.",ArtificiallIntelligence
49.txt,"The centering framework explains local discourse coherence by relating a speaker's focus of attention and the forms of referring expressions. Although this framework has proven useful in single-speaker discourse, its utility for multi-party discourse has not been shown. It is unclear how to adapt it to handle discourse phenomena such as turn-taking, acknowledgments, first and second person pronouns, and disfluencies. This paper reports our experiments applying three naive models of centering theory for dialog. These results will be used as a baseline for future, more sophisticated models.",ArtificiallIntelligence
109.txt,"When one works with a system that utilizes inheritance hierarchies the following problem often arises. A new object is introduced and it must be integrated into a hierarchy; under which classes in the hierarchy should the new object be positioned? In this paper, I formalize this problem for feature-based default inheritance hierarchies. Since it turns out to be NP-complete, I present an approximation algorithm for it. I show that this algorithm is efficient and look at some of the possible problematic situations for the algorithm. Although more analysis and experimentation are needed, these preliminary results show that the algorithm warrants such efforts.",ArtificiallIntelligence
43.txt,"Existing algorithms for pronoun resolution typically cast the problem into a coreference task, which means they simply identify an antecedent noun phrase for each pronoun. Selection of the antecedent is usually based on a calculation of salience or focus. This simplified approach is unable to account for pronouns without noun-phrase antecedents. Examples are abstract referents such as events, propositions, and speech acts that might appear in the linguistic surface form as sentential complements, verbal constructions or entire sentences, as well as consequences or outcomes that don't appear in the surface form at all. This paper contains a survey of current methods of pronoun resolution for natural language understanding. It then proposes a strategy for resolving pronominal reference to abstract entities that incorporates semantic information in addition to salience calculations. Preliminary experiments are described that show the strategy to perform well above baseline on a collection of spoken task-oriented dialogs.",ArtificiallIntelligence
58.txt,"In this report we describe an experiment designed to: evaluate the performance of the TRAINS-96 system as a whole; examine the utility of a new robust post-parser module, recently added to the TRAINS system; and explore the benefit to the user of receiving system feedback on speech input. The evaluation uses the same task-based methodology as was used for the TRAINS-95 evaluation [Sikorski and Allen 96], in which the user and computer cooperatively solve a given problem. Success is measured in terms of task performance measures such as time to completion of a task, and the quality of the final plan produced.",ArtificiallIntelligence
102.txt,"Speech of multiple speakers is transformed to speech produced by a single speaker (speech normalization) using cross-coding networks. Internal representations for classification are acquired by feeding back the internal speech (i-speech) produced. Training proceeds by unfolding the network through time, and combining the classification error with the intermediate speaker-normalization errors. Experimental results on multi-speaker syllable recognition tasks with trained and new speakers are discussed.",ArtificiallIntelligence
29.txt,"Reinforcement learning is a promising technique for learning agents to adapt their own strategies in multi-agent systems. Most existing reinforcement learning algorithms are designed from a single-agent's perspective and for simplicity assume the environment is stationary, i.e., the distribution of the utility of each state-action pair does not change. However, in a more realistic model of multi-agent systems, the agents are continually adapting their own strategies owing to different utilities at different times. Because of the non-stationarity, multi-agent systems are more sensitive to the trade-off between exploitation, which uses the best strategy so far, and exploration, which tries to find better strategies. Exploration is especially important to these changing circumstances. In this paper, we assume that the utility of each state-action pair is a stochastic process. This allows us to describe the trade-off dilemma as a Brownian bandit problem to formalize Sutton's recency-based exploration bonus in non-stationary environments. To demonstrate the performance of the exploration bonus, we build agents using Q-learning algorithm with a smoothed best response dynamics. The simulations show that the agents can efficiently adapt to changes in their peers' behaviors whereas the same algorithm, using Boltzmann exploration, cannot adapt.",ArtificiallIntelligence
88.txt,"This dissertation describes the formal foundations and implementation of a commonsense, mixed-initiative plan reasoning system. By ``plan reasoning'' I mean the complete range of cognitive tasks that people perform with plans including, for example, plan construction (planning), plan recognition, plan evaluation and comparison, and plan repair (replanning), among other things. ``Mixed-initiative'' means that several participants can each make contributions to the plan under development through some form of communication. ``Commonsense'' means that the system represents plans and their constituents at a level that is ``natural'' to us in the sense that they can be described and discussed in language. In addition, the reasoning that the system performs includes those conclusions that we would take to be sanctioned by common sense, including especially those conclusions that are defeasible given additional knowledge or time spent reasoning.  The main theses of this dissertation are the following: (1) Any representation of plans sufficient for commonsense plan  reasoning must be based on an expressive and natural representation  of such underlying phenomena as time, properties, events, and  actions. (2) For mixed-initiative planning, plans should be viewed as  arguments that a certain course of action under certain conditions  will achieve certain goals. These theses are defended by presenting, first, a representation of events and actions based on interval temporal logic and, second, a representation of plans as arguments in a formal system of defeasible reasoning that explicitly constructs arguments. These two aspects of commonsense plan reasoning are combined and implemented in the TRAINS domain plan reasoner, which is also described in detail.  The emphasis in this dissertation is on breadth, taking as its data human communicative and plan reasoning abilities and developing formalisms that characterize these abilities and systems that approximate them. I therefore draw on literature from a broad range of disciplines in the development of these ideas, including: philosophy of language, linguistics and AI work on knowledge representation for the representation of events and actions, philosophical logic and AI work on nonmonotonic reasoning for representing defeasible knowledge and reasoning about it, and, of course, AI work on planning and plan recognition itself.",ArtificiallIntelligence
67.txt,"We describe the goals, architecture, and functioning of the TRAINS-93 system, with emphasis on the representational issues involved in putting together a complex language processing and reasoning agent. The system is intended as an experimental prototype of an intelligent, conversationally proficient planning advisor in a dynamic domain of cargo trains and factories. For this team effort, our strategy at the outset was to let the designers of the various language processing, discourse processing, plan reasoning, execution and monitoring modules choose whatever representations seemed best suited for their tasks, but with the constraint that all should strive for principled, general approaches.  Disparities between modules were bridged by careful design of the interfaces, based on regular in-depth discussion of issues encountered by the participants. Because of the goal of generality and principled representation, the multiple representations ended up with a good deal in common (for instance, the use of explicit event variables and the ability to refer to complex abstract objects such as plans); and future unifications seem quite possible. We explain some of the goals and particulars of the KRs used, evaluate the extent to which they served their purposes, and point out some of the tensions between representations that needed to be resolved. On the whole, we found that using very expressive representations minimized the tensions, since it is easier to extract what one needs from an elaborate representation retaining all semantic nuances, than to make up for lost information.",ArtificiallIntelligence
